reviewer_alias,review_id,slot_id,task_id,base_family,axis,split,profile,category,label,source_lines,event_indices,request_ids
Reviewer2,R-B44759ACEBE5A4,P-PX09_D1_OBSERVATION-ATTRIBUTE_COMBINATION-SEEN-glm47,PX09_D1_OBSERVATION-ATTRIBUTE_COMBINATION-SEEN,D1_OBSERVATION,ATTRIBUTE_COMBINATION,SEEN,glm47,F,V,"[70, 75, 76, 106, 114, 115, 118]",[],[]
Reviewer2,R-B95E61D52320B4,P-PX11_D3_ATTR_FLAT-CONTROL_FLOW-SEEN-glm5,PX11_D3_ATTR_FLAT-CONTROL_FLOW-SEEN,D3_ATTR_FLAT,CONTROL_FLOW,SEEN,glm5,F,V,[],"[43, 44]",[24]
Reviewer2,R-BA5BE44D41CADD,P-PX12_D4_ATTR_NESTED-ATTRIBUTE_COMBINATION-SEEN-glm5,PX12_D4_ATTR_NESTED-ATTRIBUTE_COMBINATION-SEEN,D4_ATTR_NESTED,ATTRIBUTE_COMBINATION,SEEN,glm5,F,U,[7],"[0, 1, 3]","[1, 3]"
Reviewer2,R-BBEF9C416DA76F,P-PX10_D2_EVENT-CONTROL_FLOW-HELDOUT-glm47,PX10_D2_EVENT-CONTROL_FLOW-HELDOUT,D2_EVENT,CONTROL_FLOW,HELDOUT,glm47,F,U,[4],[0],"[1, 24]"
Reviewer2,R-BC4D0134D95A90,P-PX13_D5_FRESHNESS-ATTRIBUTE_COMBINATION-HELDOUT-glm47,PX13_D5_FRESHNESS-ATTRIBUTE_COMBINATION-HELDOUT,D5_FRESHNESS,ATTRIBUTE_COMBINATION,HELDOUT,glm47,F,U,[4],"[0, 1]","[1, 5]"
Reviewer2,R-C1F5ADE597E6C1,P-PX13_D5_FRESHNESS-ATTRIBUTE_COMBINATION-SEEN-glm47,PX13_D5_FRESHNESS-ATTRIBUTE_COMBINATION-SEEN,D5_FRESHNESS,ATTRIBUTE_COMBINATION,SEEN,glm47,F,U,[4],"[0, 1]","[1, 6]"
Reviewer2,R-C26B98486AEFEF,P-PX05_C5_INDEPENDENT-ATTRIBUTE_COMBINATION-SEEN-glm5,PX05_C5_INDEPENDENT-ATTRIBUTE_COMBINATION-SEEN,C5_INDEPENDENT,ATTRIBUTE_COMBINATION,SEEN,glm5,F,NA,[21],"[0, 1, 27]","[1, 15]"
Reviewer2,R-C4F2F5E06EB996,P-PX08_C8_ATTR_NESTED-ATTRIBUTE_COMBINATION-SEEN-glm47,PX08_C8_ATTR_NESTED-ATTRIBUTE_COMBINATION-SEEN,C8_ATTR_NESTED,ATTRIBUTE_COMBINATION,SEEN,glm47,F,U,[4],"[0, 1, 36, 37]","[1, 21]"
Reviewer2,R-C81B33D485C440,P-PX11_D3_ATTR_FLAT-CONTROL_FLOW-SEEN-glm47,PX11_D3_ATTR_FLAT-CONTROL_FLOW-SEEN,D3_ATTR_FLAT,CONTROL_FLOW,SEEN,glm47,F,U,[4],"[0, 50, 51]","[1, 27]"
Reviewer2,R-C8321259F321BA,P-PX08_C8_ATTR_NESTED-ATTRIBUTE_COMBINATION-HELDOUT-glm5,PX08_C8_ATTR_NESTED-ATTRIBUTE_COMBINATION-HELDOUT,C8_ATTR_NESTED,ATTRIBUTE_COMBINATION,HELDOUT,glm5,F,U,[4],"[0, 1, 36, 37]","[1, 21]"
Reviewer2,R-C8D536C8A77901,P-PX06_C6_VERIFY_JOIN-ATTRIBUTE_COMBINATION-SEEN-glm47,PX06_C6_VERIFY_JOIN-ATTRIBUTE_COMBINATION-SEEN,C6_VERIFY_JOIN,ATTRIBUTE_COMBINATION,SEEN,glm47,F,U,[4],"[0, 1, 9]","[1, 6]"
Reviewer2,R-CAECDA041FCB56,P-PX16_D8_ALLOCATION-ATTRIBUTE_COMBINATION-SEEN-glm5,PX16_D8_ALLOCATION-ATTRIBUTE_COMBINATION-SEEN,D8_ALLOCATION,ATTRIBUTE_COMBINATION,SEEN,glm5,F,C,"[6, 11, 45, 46, 66, 72]","[0, 1, 2, 3, 15, 16]","[1, 2, 9]"
Reviewer2,R-CED1E337157AF8,P-PX02_C2_DUAL_RESOURCE-CONTROL_FLOW-SEEN-glm47,PX02_C2_DUAL_RESOURCE-CONTROL_FLOW-SEEN,C2_DUAL_RESOURCE,CONTROL_FLOW,SEEN,glm47,F,NA,[4],"[0, 47]","[1, 25]"
Reviewer2,R-D0DD3D5E617D36,P-PX04_C4_ALLOCATION-ATTRIBUTE_COMBINATION-SEEN-glm5,PX04_C4_ALLOCATION-ATTRIBUTE_COMBINATION-SEEN,C4_ALLOCATION,ATTRIBUTE_COMBINATION,SEEN,glm5,F,V,[],"[21, 22, 23]","[12, 13]"
Reviewer2,R-D24C6123DC0D7E,P-PX15_D7_BUFFER_PREFETCH-ATTRIBUTE_COMBINATION-HELDOUT-glm5,PX15_D7_BUFFER_PREFETCH-ATTRIBUTE_COMBINATION-HELDOUT,D7_BUFFER_PREFETCH,ATTRIBUTE_COMBINATION,HELDOUT,glm5,F,NA,[6],"[0, 1]","[1, 15]"
Reviewer2,R-D82F40075486D0,P-PX11_D3_ATTR_FLAT-ATTRIBUTE_COMBINATION-HELDOUT-glm47,PX11_D3_ATTR_FLAT-ATTRIBUTE_COMBINATION-HELDOUT,D3_ATTR_FLAT,ATTRIBUTE_COMBINATION,HELDOUT,glm47,F,U,[4],"[0, 1, 51, 52]","[1, 28]"
Reviewer2,R-D943CACE1D0F42,P-PX15_D7_BUFFER_PREFETCH-CONTROL_FLOW-HELDOUT-glm5,PX15_D7_BUFFER_PREFETCH-CONTROL_FLOW-HELDOUT,D7_BUFFER_PREFETCH,CONTROL_FLOW,HELDOUT,glm5,F,U,[90],[0],"[1, 41]"
Reviewer2,R-DB4915CD4DE265,P-PX09_D1_OBSERVATION-CONTROL_FLOW-HELDOUT-glm47,PX09_D1_OBSERVATION-CONTROL_FLOW-HELDOUT,D1_OBSERVATION,CONTROL_FLOW,HELDOUT,glm47,F,V,[],"[15, 17, 24, 26]","[9, 13]"
Reviewer2,R-DE0AE9163F7C46,P-PX10_D2_EVENT-CONTROL_FLOW-SEEN-glm47,PX10_D2_EVENT-CONTROL_FLOW-SEEN,D2_EVENT,CONTROL_FLOW,SEEN,glm47,F,NA,[4],"[0, 53]","[1, 29]"
Reviewer2,R-DE2FEA6EA9693A,P-PX13_D5_FRESHNESS-CONTROL_FLOW-SEEN-glm5,PX13_D5_FRESHNESS-CONTROL_FLOW-SEEN,D5_FRESHNESS,CONTROL_FLOW,SEEN,glm5,F,V,[],"[7, 9]",[5]
Reviewer2,R-E1F5664E03D194,P-PX01_C1_BUFFER-ATTRIBUTE_COMBINATION-HELDOUT-glm5,PX01_C1_BUFFER-ATTRIBUTE_COMBINATION-HELDOUT,C1_BUFFER,ATTRIBUTE_COMBINATION,HELDOUT,glm5,F,NA,[5],"[0, 1]","[1, 16]"
Reviewer2,R-E2C4412883957A,P-PX02_C2_DUAL_RESOURCE-ATTRIBUTE_COMBINATION-HELDOUT-glm5,PX02_C2_DUAL_RESOURCE-ATTRIBUTE_COMBINATION-HELDOUT,C2_DUAL_RESOURCE,ATTRIBUTE_COMBINATION,HELDOUT,glm5,F,NA,[4],"[0, 1, 46, 47]","[1, 25]"
Reviewer2,R-E76C4546762796,P-PX11_D3_ATTR_FLAT-CONTROL_FLOW-HELDOUT-glm47,PX11_D3_ATTR_FLAT-CONTROL_FLOW-HELDOUT,D3_ATTR_FLAT,CONTROL_FLOW,HELDOUT,glm47,F,U,[4],[0],"[1, 19]"
Reviewer2,R-E8AA491AC91A76,P-PX07_C7_ATTR_FLAT-CONTROL_FLOW-SEEN-glm5,PX07_C7_ATTR_FLAT-CONTROL_FLOW-SEEN,C7_ATTR_FLAT,CONTROL_FLOW,SEEN,glm5,F,V,"[38, 64]",[],[18]
Reviewer2,R-EBD33136EDB6F3,P-PX13_D5_FRESHNESS-CONTROL_FLOW-HELDOUT-glm5,PX13_D5_FRESHNESS-CONTROL_FLOW-HELDOUT,D5_FRESHNESS,CONTROL_FLOW,HELDOUT,glm5,F,V,[],"[5, 6]",[4]
Reviewer2,R-EE290175FB6F32,P-PX01_C1_BUFFER-CONTROL_FLOW-HELDOUT-glm47,PX01_C1_BUFFER-CONTROL_FLOW-HELDOUT,C1_BUFFER,CONTROL_FLOW,HELDOUT,glm47,F,U,[4],[0],"[1, 25]"
Reviewer2,R-EE5D6B3AF899E7,P-PX14_D6_RESOURCE_SPAN-CONTROL_FLOW-SEEN-glm47,PX14_D6_RESOURCE_SPAN-CONTROL_FLOW-SEEN,D6_RESOURCE_SPAN,CONTROL_FLOW,SEEN,glm47,F,NA,[4],"[0, 39]","[1, 21]"
Reviewer2,R-F3EFBDC6B0F4BA,P-PX09_D1_OBSERVATION-ATTRIBUTE_COMBINATION-HELDOUT-glm47,PX09_D1_OBSERVATION-ATTRIBUTE_COMBINATION-HELDOUT,D1_OBSERVATION,ATTRIBUTE_COMBINATION,HELDOUT,glm47,F,V,"[59, 64, 72]","[20, 21]",[11]
Reviewer2,R-F42E42EE4BDD51,P-PX10_D2_EVENT-ATTRIBUTE_COMBINATION-SEEN-glm5,PX10_D2_EVENT-ATTRIBUTE_COMBINATION-SEEN,D2_EVENT,ATTRIBUTE_COMBINATION,SEEN,glm5,F,NA,[59],"[0, 1]","[1, 19]"
Reviewer2,R-F4E2D1D2BB801B,P-PX04_C4_ALLOCATION-ATTRIBUTE_COMBINATION-SEEN-glm47,PX04_C4_ALLOCATION-ATTRIBUTE_COMBINATION-SEEN,C4_ALLOCATION,ATTRIBUTE_COMBINATION,SEEN,glm47,F,C,"[35, 36, 49, 60]","[5, 6, 7, 8, 11, 12]","[4, 5, 7]"
Reviewer2,R-F656A966EB0A44,P-PX09_D1_OBSERVATION-CONTROL_FLOW-HELDOUT-glm5,PX09_D1_OBSERVATION-CONTROL_FLOW-HELDOUT,D1_OBSERVATION,CONTROL_FLOW,HELDOUT,glm5,F,V,[],"[22, 23]",[12]
Reviewer2,R-F6F83D83D880FB,P-PX14_D6_RESOURCE_SPAN-ATTRIBUTE_COMBINATION-SEEN-glm47,PX14_D6_RESOURCE_SPAN-ATTRIBUTE_COMBINATION-SEEN,D6_RESOURCE_SPAN,ATTRIBUTE_COMBINATION,SEEN,glm47,F,NA,[4],"[0, 1, 43]","[1, 23]"
Reviewer2,R-FC538F3CB35154,P-PX04_C4_ALLOCATION-CONTROL_FLOW-HELDOUT-glm47,PX04_C4_ALLOCATION-CONTROL_FLOW-HELDOUT,C4_ALLOCATION,CONTROL_FLOW,HELDOUT,glm47,F,C,"[24, 25, 52, 68]","[0, 1, 2, 3, 9, 10]","[1, 2, 6]"
Reviewer2,R-FFE7C37E1DD5AF,P-PX02_C2_DUAL_RESOURCE-ATTRIBUTE_COMBINATION-HELDOUT-glm47,PX02_C2_DUAL_RESOURCE-ATTRIBUTE_COMBINATION-HELDOUT,C2_DUAL_RESOURCE,ATTRIBUTE_COMBINATION,HELDOUT,glm47,F,NA,[4],"[0, 1, 42, 43]","[1, 23]"
