reviewer_alias,review_id,slot_id,task_id,base_family,axis,split,profile,category,label,source_lines,event_indices,request_ids
Reviewer1,R-BC4D0134D95A90,P-PX13_D5_FRESHNESS-ATTRIBUTE_COMBINATION-HELDOUT-glm47,PX13_D5_FRESHNESS-ATTRIBUTE_COMBINATION-HELDOUT,D5_FRESHNESS,ATTRIBUTE_COMBINATION,HELDOUT,glm47,F,U,[52],[7],[]
Reviewer1,R-C1F5ADE597E6C1,P-PX13_D5_FRESHNESS-ATTRIBUTE_COMBINATION-SEEN-glm47,PX13_D5_FRESHNESS-ATTRIBUTE_COMBINATION-SEEN,D5_FRESHNESS,ATTRIBUTE_COMBINATION,SEEN,glm47,F,U,[66],[9],[]
Reviewer1,R-C26B98486AEFEF,P-PX05_C5_INDEPENDENT-ATTRIBUTE_COMBINATION-SEEN-glm5,PX05_C5_INDEPENDENT-ATTRIBUTE_COMBINATION-SEEN,C5_INDEPENDENT,ATTRIBUTE_COMBINATION,SEEN,glm5,F,NA,[21],[],[]
Reviewer1,R-C4F2F5E06EB996,P-PX08_C8_ATTR_NESTED-ATTRIBUTE_COMBINATION-SEEN-glm47,PX08_C8_ATTR_NESTED-ATTRIBUTE_COMBINATION-SEEN,C8_ATTR_NESTED,ATTRIBUTE_COMBINATION,SEEN,glm47,F,U,[],[37],[]
Reviewer1,R-C81B33D485C440,P-PX11_D3_ATTR_FLAT-CONTROL_FLOW-SEEN-glm47,PX11_D3_ATTR_FLAT-CONTROL_FLOW-SEEN,D3_ATTR_FLAT,CONTROL_FLOW,SEEN,glm47,F,U,"[63, 71, 104, 200]",[51],[]
Reviewer1,R-C8321259F321BA,P-PX08_C8_ATTR_NESTED-ATTRIBUTE_COMBINATION-HELDOUT-glm5,PX08_C8_ATTR_NESTED-ATTRIBUTE_COMBINATION-HELDOUT,C8_ATTR_NESTED,ATTRIBUTE_COMBINATION,HELDOUT,glm5,F,U,"[92, 112, 133, 166]",[37],[]
Reviewer1,R-C8D536C8A77901,P-PX06_C6_VERIFY_JOIN-ATTRIBUTE_COMBINATION-SEEN-glm47,PX06_C6_VERIFY_JOIN-ATTRIBUTE_COMBINATION-SEEN,C6_VERIFY_JOIN,ATTRIBUTE_COMBINATION,SEEN,glm47,F,U,[],[9],[]
Reviewer1,R-CAECDA041FCB56,P-PX16_D8_ALLOCATION-ATTRIBUTE_COMBINATION-SEEN-glm5,PX16_D8_ALLOCATION-ATTRIBUTE_COMBINATION-SEEN,D8_ALLOCATION,ATTRIBUTE_COMBINATION,SEEN,glm5,F,C,"[49, 64]","[1, 3, 16]",[]
Reviewer1,R-CED1E337157AF8,P-PX02_C2_DUAL_RESOURCE-CONTROL_FLOW-SEEN-glm47,PX02_C2_DUAL_RESOURCE-CONTROL_FLOW-SEEN,C2_DUAL_RESOURCE,CONTROL_FLOW,SEEN,glm47,F,NA,[4],[],[]
Reviewer1,R-D0DD3D5E617D36,P-PX04_C4_ALLOCATION-ATTRIBUTE_COMBINATION-SEEN-glm5,PX04_C4_ALLOCATION-ATTRIBUTE_COMBINATION-SEEN,C4_ALLOCATION,ATTRIBUTE_COMBINATION,SEEN,glm5,F,V,"[10, 11, 12, 14]","[3, 21, 22, 23]","[12, 13]"
Reviewer1,R-D24C6123DC0D7E,P-PX15_D7_BUFFER_PREFETCH-ATTRIBUTE_COMBINATION-HELDOUT-glm5,PX15_D7_BUFFER_PREFETCH-ATTRIBUTE_COMBINATION-HELDOUT,D7_BUFFER_PREFETCH,ATTRIBUTE_COMBINATION,HELDOUT,glm5,F,NA,[6],[],[]
Reviewer1,R-D82F40075486D0,P-PX11_D3_ATTR_FLAT-ATTRIBUTE_COMBINATION-HELDOUT-glm47,PX11_D3_ATTR_FLAT-ATTRIBUTE_COMBINATION-HELDOUT,D3_ATTR_FLAT,ATTRIBUTE_COMBINATION,HELDOUT,glm47,F,U,"[198, 199, 202]",[52],[]
Reviewer1,R-D943CACE1D0F42,P-PX15_D7_BUFFER_PREFETCH-CONTROL_FLOW-HELDOUT-glm5,PX15_D7_BUFFER_PREFETCH-CONTROL_FLOW-HELDOUT,D7_BUFFER_PREFETCH,CONTROL_FLOW,HELDOUT,glm5,F,U,[104],[73],[]
Reviewer1,R-DB4915CD4DE265,P-PX09_D1_OBSERVATION-CONTROL_FLOW-HELDOUT-glm47,PX09_D1_OBSERVATION-CONTROL_FLOW-HELDOUT,D1_OBSERVATION,CONTROL_FLOW,HELDOUT,glm47,F,V,[],[26],[]
Reviewer1,R-DE0AE9163F7C46,P-PX10_D2_EVENT-CONTROL_FLOW-SEEN-glm47,PX10_D2_EVENT-CONTROL_FLOW-SEEN,D2_EVENT,CONTROL_FLOW,SEEN,glm47,F,NA,[4],[],[]
Reviewer1,R-DE2FEA6EA9693A,P-PX13_D5_FRESHNESS-CONTROL_FLOW-SEEN-glm5,PX13_D5_FRESHNESS-CONTROL_FLOW-SEEN,D5_FRESHNESS,CONTROL_FLOW,SEEN,glm5,F,V,"[11, 19]","[7, 9]",[5]
Reviewer1,R-E1F5664E03D194,P-PX01_C1_BUFFER-ATTRIBUTE_COMBINATION-HELDOUT-glm5,PX01_C1_BUFFER-ATTRIBUTE_COMBINATION-HELDOUT,C1_BUFFER,ATTRIBUTE_COMBINATION,HELDOUT,glm5,F,NA,[5],[],[]
Reviewer1,R-E2C4412883957A,P-PX02_C2_DUAL_RESOURCE-ATTRIBUTE_COMBINATION-HELDOUT-glm5,PX02_C2_DUAL_RESOURCE-ATTRIBUTE_COMBINATION-HELDOUT,C2_DUAL_RESOURCE,ATTRIBUTE_COMBINATION,HELDOUT,glm5,F,NA,[4],[],[]
Reviewer1,R-E76C4546762796,P-PX11_D3_ATTR_FLAT-CONTROL_FLOW-HELDOUT-glm47,PX11_D3_ATTR_FLAT-CONTROL_FLOW-HELDOUT,D3_ATTR_FLAT,CONTROL_FLOW,HELDOUT,glm47,F,U,"[43, 44, 45, 46]",[33],[]
Reviewer1,R-E8AA491AC91A76,P-PX07_C7_ATTR_FLAT-CONTROL_FLOW-SEEN-glm5,PX07_C7_ATTR_FLAT-CONTROL_FLOW-SEEN,C7_ATTR_FLAT,CONTROL_FLOW,SEEN,glm5,F,V,"[38, 64]",[],[18]
Reviewer1,R-EBD33136EDB6F3,P-PX13_D5_FRESHNESS-CONTROL_FLOW-HELDOUT-glm5,PX13_D5_FRESHNESS-CONTROL_FLOW-HELDOUT,D5_FRESHNESS,CONTROL_FLOW,HELDOUT,glm5,F,V,"[8, 16]","[5, 6]",[4]
Reviewer1,R-EE290175FB6F32,P-PX01_C1_BUFFER-CONTROL_FLOW-HELDOUT-glm47,PX01_C1_BUFFER-CONTROL_FLOW-HELDOUT,C1_BUFFER,CONTROL_FLOW,HELDOUT,glm47,F,U,"[40, 135]",[43],[]
Reviewer1,R-EE5D6B3AF899E7,P-PX14_D6_RESOURCE_SPAN-CONTROL_FLOW-SEEN-glm47,PX14_D6_RESOURCE_SPAN-CONTROL_FLOW-SEEN,D6_RESOURCE_SPAN,CONTROL_FLOW,SEEN,glm47,F,NA,[4],[],[]
Reviewer1,R-F3EFBDC6B0F4BA,P-PX09_D1_OBSERVATION-ATTRIBUTE_COMBINATION-HELDOUT-glm47,PX09_D1_OBSERVATION-ATTRIBUTE_COMBINATION-HELDOUT,D1_OBSERVATION,ATTRIBUTE_COMBINATION,HELDOUT,glm47,F,C,[],"[12, 21, 27]",[]
Reviewer1,R-F42E42EE4BDD51,P-PX10_D2_EVENT-ATTRIBUTE_COMBINATION-SEEN-glm5,PX10_D2_EVENT-ATTRIBUTE_COMBINATION-SEEN,D2_EVENT,ATTRIBUTE_COMBINATION,SEEN,glm5,F,NA,[59],[],[]
Reviewer1,R-F4E2D1D2BB801B,P-PX04_C4_ALLOCATION-ATTRIBUTE_COMBINATION-SEEN-glm47,PX04_C4_ALLOCATION-ATTRIBUTE_COMBINATION-SEEN,C4_ALLOCATION,ATTRIBUTE_COMBINATION,SEEN,glm47,F,C,"[45, 56]","[6, 8, 12]",[]
Reviewer1,R-F656A966EB0A44,P-PX09_D1_OBSERVATION-CONTROL_FLOW-HELDOUT-glm5,PX09_D1_OBSERVATION-CONTROL_FLOW-HELDOUT,D1_OBSERVATION,CONTROL_FLOW,HELDOUT,glm5,F,V,"[12, 48, 62, 73, 91]","[17, 22, 23]",[12]
Reviewer1,R-F6F83D83D880FB,P-PX14_D6_RESOURCE_SPAN-ATTRIBUTE_COMBINATION-SEEN-glm47,PX14_D6_RESOURCE_SPAN-ATTRIBUTE_COMBINATION-SEEN,D6_RESOURCE_SPAN,ATTRIBUTE_COMBINATION,SEEN,glm47,F,NA,[4],[],[]
Reviewer1,R-FC538F3CB35154,P-PX04_C4_ALLOCATION-CONTROL_FLOW-HELDOUT-glm47,PX04_C4_ALLOCATION-CONTROL_FLOW-HELDOUT,C4_ALLOCATION,CONTROL_FLOW,HELDOUT,glm47,F,C,"[47, 65]","[1, 3, 10]",[]
Reviewer1,R-FFE7C37E1DD5AF,P-PX02_C2_DUAL_RESOURCE-ATTRIBUTE_COMBINATION-HELDOUT-glm47,PX02_C2_DUAL_RESOURCE-ATTRIBUTE_COMBINATION-HELDOUT,C2_DUAL_RESOURCE,ATTRIBUTE_COMBINATION,HELDOUT,glm47,F,NA,[4],[],[]
